"CaseID";"Opened";"Closed";"Updated";"Status";"Status_Notes";"Responsible_Agency";"Category";"Request_Type";"Request_Details";"Address";"Supervisor_District";"Neighborhood";"Police_District";"Latitude";"Longitude";"Point";"Source";"Media_URL";"case_open_date";"case_close_date"
340446.0;"12/29/2008 11:37:50 AM";"12/31/2008 05:07:19 AM";"12/31/2008 05:07:19 AM";"Closed";"NULL";"DPW BSM Queue";"Litter Receptacles";"Cans_Left_Out_24x7";"Cans_Left_Out_24x7";""" 267 ATHENS ST";0.0;" CA";" 94112""";11.0;0.0;"INGLESIDE";"37.72359";"-122.4266";"2008-12-29";"2008-12-31"
340444.0;"12/29/2008 11:37:09 AM";"12/31/2008 06:07:15 AM";"12/31/2008 06:07:15 AM";"Closed";"NULL";"DPW - Other - G";"General Request - PUBLIC WORKS";"request_for_service";"dpw_other - request_for_service";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Web";"";"2008-12-29";"2008-12-31"
340441.0;"12/29/2008 11:36:23 AM";"12/31/2008 05:07:19 AM";"12/31/2008 05:07:19 AM";"Closed";"NULL";"DPW BSM Queue";"Litter Receptacles";"Cans_Left_Out_24x7";"Cans_Left_Out_24x7";""" 283 ATHENS ST";0.0;" CA";" 94112""";11.0;0.0;"INGLESIDE";"37.72339";"-122.4269";"2008-12-29";"2008-12-31"
340438.0;"12/29/2008 11:35:14 AM";"12/29/2008 05:13:36 PM";"12/29/2008 05:13:36 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for Noel McCarthy";"Noel McCarthy";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-29"
340435.0;"12/29/2008 11:34:20 AM";"12/30/2008 09:07:11 AM";"12/30/2008 09:07:11 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Automotive";"Car Batteries";""" 654 HEARST AVE";0.0;" CA";" 94112""";7.0;0.0;"INGLESIDE";"37.73079";"-122.4524";"2008-12-29";"2008-12-30"
340434.0;"12/29/2008 11:33:05 AM";"12/30/2008 09:07:11 AM";"12/30/2008 09:07:11 AM";"Closed";"NULL";"DPW Ops Queue";"Graffiti";"Graffiti on Sidewalk_structure";"Sidewalk_structure - Not_Offensive";"Intersection of SANSOME ST and UNION ST";3.0;"Northern Waterfront";"CENTRAL";37.80124;-122.4028;"""(37.8012420613986";" -122.402789504691)""";"Phone";"2008-12-29";"2008-12-30"
338282.0;"12/24/2008 11:00:31 AM";"12/29/2008 06:07:17 AM";"12/29/2008 06:07:17 AM";"Closed";"NULL";"DPW - Other - G";"General Request - PUBLIC WORKS";"request_for_service";"dpw_other - request_for_service";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Web";"";"2008-12-24";"2008-12-29"
340426.0;"12/29/2008 11:29:07 AM";"12/29/2008 02:57:42 PM";"12/29/2008 02:57:42 PM";"Closed";"NULL";"PUC - Electric/Power - G";"General Request - PUC";"request_for_service";"electric - request_for_service";"""1563 47TH AVE";0.0;" CA";" 94122""";4.0;0.0;"TARAVAL";"37.75732";"-122.5071";"2008-12-29";"2008-12-29"
340420.0;"12/29/2008 11:25:25 AM";"12/29/2008 11:48:52 AM";"12/29/2008 11:48:52 AM";"Closed";"HA DOES NOT REPAIR CLOSED. ";"Housing Authority SR Queue";"SFHA Requests";"Carpentery";"Carpentery - Routine";""" 491 31ST AVE";0.0;" SAN FRANCISCO";" CA";0.0;1.0;"Outer Richmond";"RICHMOND";"37.78012";"2008-12-29";"2008-12-29"
340415.0;"12/29/2008 11:20:58 AM";"12/31/2008 05:07:19 AM";"12/31/2008 05:07:19 AM";"Closed";"NULL";"DPW BSM Queue";"Street Defects";"Utility_Excavation";"Utility_Excavation";"Intersection of 8TH ST and MISSION ST";6.0;"South of Market";"SOUTHERN";37.77746;-122.4132;"""(37.777457521629";" -122.413157758797)""";"Phone";"2008-12-29";"2008-12-31"
340413.0;"12/29/2008 11:18:41 AM";"12/31/2008 06:07:21 AM";"12/31/2008 06:07:21 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Bulky Items";"Mattress";"""3802 17TH ST";0.0;" CA";" 94114""";8.0;0.0;"MISSION";"37.76295";"-122.4309";"2008-12-29";"2008-12-31"
340412.0;"12/29/2008 11:18:38 AM";"12/31/2008 06:07:15 AM";"12/31/2008 06:07:15 AM";"Closed";"NULL";"DPW Ops Queue";"Homeless Concerns";"Human Waste";"Human Waste";""" 200 CAPP ST";0.0;" CA";" 94110""";9.0;0.0;"MISSION";"37.7632";"-122.419";"2008-12-29";"2008-12-31"
340405.0;"12/29/2008 11:08:22 AM";"12/30/2008 08:07:06 AM";"12/30/2008 08:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"""1500 DAVIDSON AVE";0.0;" CA";" 94124""";10.0;0.0;"BAYVIEW";"37.745";"-122.39";"2008-12-29";"2008-12-30"
340400.0;"12/29/2008 11:07:03 AM";"12/30/2008 03:07:06 PM";"12/30/2008 03:07:06 PM";"Closed";"NULL";"DPW Ops Queue";"Graffiti";"Graffiti on Building_commercial";"Building_commercial - Not_Offensive";"Intersection of FILBERT ST and VAN NESS AVE";2.0;"Union Street";"NORTHERN";37.79948;-122.4242;"""(37.7994845973522";" -122.424170680517)""";"Phone";"2008-12-29";"2008-12-30"
340399.0;"12/29/2008 11:06:44 AM";"12/30/2008 08:07:06 AM";"12/30/2008 08:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"""1500 DAVIDSON AVE";0.0;" CA";" 94124""";10.0;0.0;"BAYVIEW";"37.745";"-122.39";"2008-12-29";"2008-12-30"
271172.0;"08/26/2008 01:40:49 PM";"07/07/2010 11:16:59 AM";"07/07/2010 11:16:59 AM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Overgrown_Tree";"Blocking_sidewalk";"""329 NORIEGA ST";0.0;" CA";" 94122""";7.0;0.0;"TARAVAL";"37.75451";"-122.4672";"2008-08-26";"2010-07-07"
340396.0;"12/29/2008 11:05:20 AM";"12/29/2008 12:24:45 PM";"12/29/2008 12:24:45 PM";"Closed";"This is a duplicate of your #338385. ";"RPD Graffiti Queue";"Rec and Park Requests";"Park - Structural_Maintenance";"Other";"""Golden Gate Park";0.0;" CA";" 94122""";1.0;0.0;"RICHMOND";"37.7691";"-122.481";"2008-12-29";"2008-12-29"
340394.0;"12/29/2008 11:04:14 AM";"12/29/2008 05:10:59 PM";"12/29/2008 05:10:59 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for AAA Construction Group Inc";"AAA Construction Group Inc";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-29"
340393.0;"12/29/2008 11:03:26 AM";"12/30/2008 07:07:09 PM";"12/30/2008 07:07:09 PM";"Closed";"NULL";"DPW Ops Queue";"Homeless Concerns";"Medical Waste";"Needles";""" 560 9TH ST";0.0;" CA";" 94103""";6.0;0.0;"SOUTHERN";"37.7705";"-122.408";"2008-12-29";"2008-12-30"
340391.0;"12/29/2008 11:01:42 AM";"12/29/2008 12:39:29 PM";"12/29/2008 12:39:29 PM";"Closed";"""new sr#340532";" graffiit";" dpw";" pole """;"311 Service Request Queue";"311 External Request";0.0;"NULL";"Intersection of LARKIN ST and VALLEJO ST";3.0;0.0;"CENTRAL";"37.79711";"-122.4203";"2008-12-29";"2008-12-29"
340389.0;"12/29/2008 11:01:09 AM";"12/30/2008 08:07:07 AM";"12/30/2008 08:07:07 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-30"
340382.0;"12/29/2008 10:56:52 AM";"12/29/2008 05:07:56 PM";"12/29/2008 05:07:56 PM";"Closed";"ENTERED IN SC172714 TO ADD SATURDAYS TO SR 336792 ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for AAA Construction Group Inc";"AAA Construction Group Inc";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-29"
340378.0;"12/29/2008 10:53:04 AM";"12/30/2008 09:07:08 AM";"12/30/2008 09:07:08 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Intersection of 26TH ST and OSAGE ALY";9.0;"Mission";"MISSION";37.74901;-122.4187;"""(37.7490064262894";" -122.418709970066)""";"Phone";"2008-12-29";"2008-12-30"
340377.0;"12/29/2008 10:51:32 AM";"12/30/2008 07:07:09 PM";"12/30/2008 07:07:09 PM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Intersection of 10TH ST and BRYANT ST";6.0;"South of Market";"SOUTHERN";37.77035;-122.4097;"""(37.770348509168";" -122.409736011772)""";"Phone";"2008-12-29";"2008-12-30"
340375.0;"12/29/2008 10:50:30 AM";"12/29/2008 04:52:40 PM";"12/29/2008 04:52:40 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for AAA Construction Group Inc";"AAA Construction Group Inc";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-29"
340373.0;"12/29/2008 10:49:08 AM";"12/29/2008 04:47:38 PM";"12/29/2008 04:47:38 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for AAA Construction Group Inc";"AAA Construction Group Inc";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-29"
340073.0;"12/28/2008 05:38:46 PM";"12/28/2008 08:07:05 PM";"12/28/2008 08:07:05 PM";"Closed";"NULL";"DPW Ops Queue";"Encampments";"Encampment Reports";"Encampment Cleanup";"Intersection of 12TH ST and MARKET ST";6.0;"South of Market";"SOUTHERN";37.77436;-122.4203;"""(37.7743587176825";" -122.420254282725)""";"Phone";"2008-12-28";"2008-12-28"
340372.0;"12/29/2008 10:46:58 AM";"12/29/2008 04:41:02 PM";"12/29/2008 04:41:02 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for AAA Construction Group Inc";"AAA Construction Group Inc";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-29"
340370.0;"12/29/2008 10:44:27 AM";"12/29/2008 04:34:07 PM";"12/29/2008 04:34:07 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for AAA Construction Group Inc";"AAA Construction Group Inc";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-29"
271199.0;"08/26/2008 02:03:18 PM";"07/12/2010 03:16:59 PM";"07/12/2010 03:16:59 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaged_Tree";"Fallen_tree";"""1039 DOLORES ST";0.0;" CA";" 94110""";8.0;0.0;"MISSION";"37.75281";"-122.4248";"2008-08-26";"2010-07-12"
340365.0;"12/29/2008 10:38:24 AM";"12/31/2008 07:26:06 AM";"12/31/2008 07:26:06 AM";"Closed";"#235 12-30-08 @1020 ";"DPT Abandoned Vehicles Work Queue";"Abandoned Vehicle";"Abandoned Vehicle - Other";"Black - Motorcycle - unknown - 18N0394";""" 630 LOMBARD ST";0.0;" CA";" 94133""";3.0;0.0;"CENTRAL";"37.80308";"-122.4119";"2008-12-29";"2008-12-31"
340363.0;"12/29/2008 10:33:46 AM";"12/30/2008 11:22:03 AM";"12/30/2008 11:22:03 AM";"Closed";"""order delivered 12/29/08 end of day";" mailed out 12/30/08 """;"DPH - Office of Vital Records - G";"General Request - DPH";"customer_callback";"ovr - customer_callback";0.0;"NULL";" ";0.0;0.0;"0";"NULL";"Phone";"2008-12-29";"2008-12-30"
340358.0;"12/29/2008 10:26:56 AM";"12/30/2008 09:07:07 AM";"12/30/2008 09:07:07 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Intersection of GRANADA AVE and HOLLOWAY AVE";7.0;"Ingleside";"TARAVAL";37.72184;-122.4572;"""(37.7218431240432";" -122.457163051847)""";"Phone";"2008-12-29";"2008-12-30"
340357.0;"12/29/2008 10:26:27 AM";"12/30/2008 09:07:06 AM";"12/30/2008 09:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Bulky Items";"Mattress";"""2684 BRYANT ST";0.0;" CA";" 94110""";9.0;0.0;"MISSION";"37.75152";"-122.4093";"2008-12-29";"2008-12-30"
340351.0;"12/29/2008 10:18:30 AM";"12/29/2008 12:07:09 PM";"12/29/2008 12:07:09 PM";"Closed";"NULL";"DPW Ops Queue";"Encampments";"Encampment items";"Cart Pickup";""" 599 DOLORES ST";0.0;" CA";" 94110""";8.0;0.0;"MISSION";"37.76";"-122.426";"2008-12-29";"2008-12-29"
340349.0;"12/29/2008 10:14:09 AM";"12/29/2008 12:25:42 PM";"12/29/2008 12:25:42 PM";"Closed";"see 340502  ";"311 Service Request Queue";"311 External Request";"Graffiti";"Graffiti - Other";"Intersection of 24TH AVE and PACHECO ST";4.0;"Outer Sunset";"TARAVAL";37.75027;-122.4816;"""(37.7502739047147";" -122.481569878779)""";"Phone";"2008-12-29";"2008-12-29"
340348.0;"12/29/2008 10:13:23 AM";"12/30/2008 07:07:06 PM";"12/30/2008 07:07:06 PM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"""1145 MARKET ST";0.0;" CA";" 94103""";6.0;0.0;"TENDERLOIN";"37.7795";"-122.413";"2008-12-29";"2008-12-30"
271250.0;"08/26/2008 03:11:29 PM";"07/12/2010 03:16:59 PM";"07/12/2010 03:16:59 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaging_Property";"Hitting_window_or_building";"""3184 MARKET ST";0.0;" CA";" 94114""";8.0;0.0;"MISSION";"37.75969";"-122.4449";"2008-08-26";"2010-07-12"
340344.0;"12/29/2008 10:11:07 AM";"12/30/2008 08:07:07 AM";"12/30/2008 08:07:07 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Intersection of 3RD ST and PALOU AVE";10.0;"Bayview";"BAYVIEW";37.73401;-122.391;"""(37.7340138924177";" -122.390967896598)""";"Phone";"2008-12-29";"2008-12-30"
340338.0;"12/29/2008 10:09:33 AM";"12/31/2008 05:07:18 AM";"12/31/2008 05:07:18 AM";"Closed";"NULL";"DPW BSM Queue";"Street Defects";"Utility_Excavation";"Utility_Excavation";"""2609 MARKET ST";0.0;" CA";" 94114""";8.0;0.0;"MISSION";"37.76167";"-122.4375";"2008-12-29";"2008-12-31"
340334.0;"12/29/2008 10:05:44 AM";"12/30/2008 08:07:07 AM";"12/30/2008 08:07:07 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";""" 235 MAYNARD ST";0.0;" CA";" 94112""";11.0;0.0;"INGLESIDE";"37.72952";"-122.4252";"2008-12-29";"2008-12-30"
340333.0;"12/29/2008 10:05:18 AM";"12/29/2008 11:07:06 AM";"12/29/2008 11:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Graffiti";"Graffiti on Building_residential";"Building_residential - Post_Abatement_Inspection";""" 717 RUSSIA AVE";0.0;" CA";" 94112""";11.0;0.0;"INGLESIDE";"37.71894";"-122.4314";"2008-12-29";"2008-12-29"
340331.0;"12/29/2008 10:04:07 AM";"12/30/2008 07:07:06 PM";"12/30/2008 07:07:06 PM";"Closed";"NULL";"DPW Ops Queue";"Encampments";"Encampment Reports";"Encampment Cleanup";"""1077 MARKET ST";0.0;" CA";" 94103""";6.0;0.0;"TENDERLOIN";"37.78083";"-122.4119";"2008-12-29";"2008-12-30"
340330.0;"12/29/2008 10:04:00 AM";"12/30/2008 08:07:07 AM";"12/30/2008 08:07:07 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"""2255 SHAFTER AVE";0.0;" CA";" 94124""";10.0;0.0;"BAYVIEW";"37.73786";"-122.4031";"2008-12-29";"2008-12-30"
992232.0;"10/27/2011 12:02:40 PM";"10/28/2011 08:23:11 AM";"10/28/2011 08:23:11 AM";"Closed";"NULL";"311 Escalated KB Questions Queue";"General Request - 311CUSTOMERSERVICECENTER";"other";"311CustomerServiceCenter - other";"Not associated with a specific address";0.0;"NULL";"NULL";0.0;0.0;"NULL";"Web";"";"2011-10-27";"2011-10-28"
340326.0;"12/29/2008 09:59:44 AM";"12/30/2008 07:07:09 PM";"12/30/2008 07:07:09 PM";"Closed";"NULL";"DPW Ops Queue";"Encampments";"Encampment Reports";"Encampment Cleanup";"Intersection of GRACE ST and HOWARD ST";6.0;"South of Market";"SOUTHERN";37.77438;-122.4139;"""(37.7743781134483";" -122.413943599888)""";"Phone";"2008-12-29";"2008-12-30"
340325.0;"12/29/2008 09:59:08 AM";"12/29/2008 11:07:06 AM";"12/29/2008 11:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Overflowing_City_Receptacle_or_Dumpster";"Overflowing_City_Receptacle_or_Dumpster";"Intersection of MASON ST and UNION ST";3.0;"Russian Hill";"CENTRAL";37.80003;-122.4125;"""(37.8000322843563";" -122.412471376168)""";"Phone";"2008-12-29";"2008-12-29"
334924.0;"12/18/2008 01:23:05 PM";"12/19/2008 08:07:03 PM";"12/19/2008 08:07:03 PM";"Closed";"NULL";"DPW Ops Queue";"Homeless Concerns";"Human Waste";"Human Waste";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-18";"2008-12-19"
340322.0;"12/29/2008 09:55:11 AM";"12/31/2008 07:48:47 AM";"12/31/2008 07:48:47 AM";"Closed";"246 12-30-08 @1135 ";"DPT Abandoned Vehicles Work Queue";"Abandoned Vehicle";"Abandoned Vehicle - Car4door";"WHITE - N/A - N/A - 6BBY466";"""   1 COLLEGE AVE";0.0;" CA";" 94110""";8.0;0.0;"INGLESIDE";"37.7349";"-122.428";"2008-12-29";"2008-12-31"
340320.0;"12/29/2008 09:54:38 AM";"12/31/2008 06:07:07 AM";"12/31/2008 06:07:07 AM";"Closed";"NULL";"DPW Ops Queue";"Encampments";"Encampment Reports";"Encampment Cleanup";"Intersection of LASKIE ST and MISSION ST";6.0;"South of Market";"SOUTHERN";37.77671;-122.4141;"""(37.7767075929162";" -122.414106760324)""";"Phone";"2008-12-29";"2008-12-31"
272044.0;"08/27/2008 10:29:18 PM";"06/25/2010 01:17:00 PM";"06/25/2010 01:17:00 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Landscaping";"Sprinkler_system_issues";"Intersection of BALBOA ST and PARK PRESIDIO BLVD";1.0;"Inner Richmond";"RICHMOND";37.77687;-122.472;"""(37.7768682534122";" -122.472039582823)""";"Phone";"2008-08-27";"2010-06-25"
272246.0;"08/28/2008 10:53:01 AM";"06/25/2010 01:17:01 PM";"06/25/2010 01:17:01 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaged_Tree";"Dead_tree";"Intersection of 14TH AVE and CABRILLO ST";1.0;"Inner Richmond";"RICHMOND";37.77498;-122.4724;"""(37.7749791637041";" -122.472434473054)""";"Phone";"2008-08-28";"2010-06-25"
340311.0;"12/29/2008 09:39:08 AM";"12/30/2008 09:07:06 AM";"12/30/2008 09:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Encampments";"Encampment items";"Cart Pickup";"""3668 24TH ST";0.0;" CA";" 94110""";8.0;0.0;"MISSION";"37.75205";"-122.4245";"2008-12-29";"2008-12-30"
340308.0;"12/29/2008 09:36:23 AM";"12/30/2008 08:07:11 AM";"12/30/2008 08:07:11 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Intersection of JACKSON ST and MASON ST";3.0;"Nob Hill";"CENTRAL";37.79541;-122.4115;"""(37.795408395471";" -122.411541568795)""";"Phone";"2008-12-29";"2008-12-30"
340307.0;"12/29/2008 09:36:14 AM";"12/29/2008 02:07:05 PM";"12/29/2008 02:07:05 PM";"Closed";"NULL";"DPW Ops Queue";"Graffiti";"Graffiti on Building_commercial";"Building_commercial - Post_Abatement_Inspection";"""1362 SACRAMENTO ST";0.0;" CA";" 94109""";3.0;0.0;"CENTRAL";"37.79232";"-122.4153";"2008-12-29";"2008-12-29"
340306.0;"12/29/2008 09:35:59 AM";"12/29/2008 11:07:06 AM";"12/29/2008 11:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Intersection of MASON ST and UNION ST";3.0;"Russian Hill";"CENTRAL";37.80003;-122.4125;"""(37.8000322843563";" -122.412471376168)""";"Phone";"2008-12-29";"2008-12-29"
272522.0;"08/28/2008 05:11:14 PM";"06/25/2010 01:17:01 PM";"06/25/2010 01:17:01 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Landscaping";"Weeding";"Intersection of BERNAL HEIGHTS BLVD and ELLSWORTH ST";9.0;"Bernal Heights";"INGLESIDE";37.74246;-122.4144;"""(37.7424566048628";" -122.414372206324)""";"Phone";"2008-08-28";"2010-06-25"
340301.0;"12/29/2008 09:31:38 AM";"12/30/2008 08:07:10 AM";"12/30/2008 08:07:10 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Bulky Items";"Furniture";""" 929 PINE ST";0.0;" CA";" 94108""";3.0;0.0;"CENTRAL";"37.7907";"-122.411";"2008-12-29";"2008-12-30"
340295.0;"12/29/2008 09:26:58 AM";"12/29/2008 12:07:05 PM";"12/29/2008 12:07:05 PM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Bulky Items";"Furniture";""" 852 FILBERT ST";0.0;" CA";" 94133""";3.0;0.0;"CENTRAL";"37.80099";"-122.4136";"2008-12-29";"2008-12-29"
340294.0;"12/29/2008 09:25:54 AM";"12/29/2008 02:25:51 PM";"12/29/2008 02:25:51 PM";"Closed";"ENTERED IN SC ";"DPT Construction Zone Permits Queue";"Construction Zone Permits";"Construction Zone Tow-away Permits for PUC Water Dept";"PUC Water Dept";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-29"
340292.0;"12/29/2008 09:20:48 AM";"12/31/2008 07:31:17 AM";"12/31/2008 07:31:17 AM";"Closed";"#273 12-30-08 @1200 ";"DPT Abandoned Vehicles Work Queue";"Abandoned Vehicle";"Abandoned Vehicle - PickupTruck";"GREEN - TOYOTA - TACOMA - 8L20650";"Intersection of CARMEL ST and SHRADER ST";5.0;"Ashbury Heights";"PARK";37.76076;-122.4504;"""(37.7607617229066";" -122.450417490178)""";"Phone";"2008-12-29";"2008-12-31"
340291.0;"12/29/2008 09:20:38 AM";"12/31/2008 06:07:06 AM";"12/31/2008 06:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Intersection of OFARRELL ST and SECURITY PACIFIC PL";3.0;"Downtown / Union Square";"CENTRAL";37.78675;-122.4053;"""(37.7867477065413";" -122.40534595718)""";"Phone";"2008-12-29";"2008-12-31"
340290.0;"12/29/2008 09:20:28 AM";"12/30/2008 06:07:16 AM";"12/30/2008 06:07:16 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"""1565 SACRAMENTO ST";0.0;" CA";" 94109""";3.0;0.0;"CENTRAL";"37.7917";"-122.4186";"2008-12-29";"2008-12-30"
340289.0;"12/29/2008 09:19:24 AM";"12/31/2008 06:07:15 AM";"12/31/2008 06:07:15 AM";"Closed";"NULL";"DPW Ops Queue";"Encampments";"Encampment Reports";"Encampment Cleanup";"Intersection of OFARRELL ST and SECURITY PACIFIC PL";3.0;"Downtown / Union Square";"CENTRAL";37.78675;-122.4053;"""(37.7867477065413";" -122.40534595718)""";"Phone";"2008-12-29";"2008-12-31"
340286.0;"12/29/2008 09:15:52 AM";"12/31/2008 06:07:19 AM";"12/31/2008 06:07:19 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Bulky Items";"Furniture";"Intersection of BAY ST and VAN NESS AVE";2.0;"Marina";"NORTHERN";37.80415;-122.4251;"""(37.8041458811849";" -122.425109567954)""";"Phone";"2008-12-29";"2008-12-31"
340280.0;"12/29/2008 09:09:35 AM";"12/31/2008 06:07:08 AM";"12/31/2008 06:07:08 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"Bulky Items";"Mattress";"""3700 20TH ST";0.0;" CA";" 94110""";8.0;0.0;"MISSION";"37.75845";"-122.4238";"2008-12-29";"2008-12-31"
340278.0;"12/29/2008 09:05:07 AM";"12/30/2008 06:56:27 AM";"12/30/2008 06:56:27 AM";"Closed";"mailed bc application ";"DPH - Office of Vital Records - G";"General Request - DPH";"request_for_service";"ovr - request_for_service";"Not associated with a specific address";0.0;" ";" ";0.0;0.0;"NULL";"Phone";"";"2008-12-29";"2008-12-30"
340277.0;"12/29/2008 09:04:57 AM";"12/29/2008 09:50:11 AM";"12/29/2008 09:50:11 AM";"Closed";"Directed over to Clear Channel ";"311 Service Request Queue";"311 External Request";"Damaged_Property";"NULL";"Intersection of 40TH AVE and JUDAH ST";4.0;"Outer Sunset";"TARAVAL";37.76071;-122.4995;"""(37.7607084745302";" -122.499496642079)""";"Phone";"2008-12-29";"2008-12-29"
272832.0;"08/29/2008 10:53:15 AM";"08/16/2010 03:19:06 PM";"08/16/2010 03:19:06 PM";"Closed";"NULL";"DPW Ops Queue";"Tree Maintenance";"Trees - Damaged_Tree";"Damage_vandalism";"Intersection of CALIFORNIA ST and PIERCE ST";2.0;"Pacific Heights";"NORTHERN";37.78849;-122.4371;"""(37.7884877726946";" -122.437129075926)""";"Phone";"2008-08-29";"2010-08-16"
340272.0;"12/29/2008 08:57:18 AM";"12/30/2008 07:07:08 PM";"12/30/2008 07:07:08 PM";"Closed";"NULL";"DPW Ops Queue";"Homeless Concerns";"Human Waste";"Human Waste";"Intersection of 15TH ST and MISSION ST";9.0;"Mission";"MISSION";37.76667;-122.4198;"""(37.7666735118861";" -122.419825155814)""";"Phone";"2008-12-29";"2008-12-30"
340271.0;"12/29/2008 08:57:02 AM";"12/31/2008 06:07:06 AM";"12/31/2008 06:07:06 AM";"Closed";"NULL";"DPW Ops Queue";"Street and Sidewalk Cleaning";"General Cleaning";"Other Loose Garbage";"Intersection of 40TH AVE and JUDAH ST";4.0;"Outer Sunset";"TARAVAL";37.76071;-122.4995;"""(37.7607084745302";" -122.499496642079)""";"Phone";"2008-12-29";"2008-12-31"
